code,name,sector
4496,コマースＯｎｅホールディングス,情報・通信業
4498,サイバートラスト,情報・通信業
4499,Ｓｐｅｅｅ,情報・通信業
449A,ステート・ストリート・スパイダー　Ｓ＆Ｐ５００　ＥＴＦ（為替ヘッジなし）,-
4502,武田薬品工業,医薬品
4503,アステラス製薬,医薬品
4506,住友ファーマ,医薬品
4507,塩野義製薬,医薬品
450A,ステート・ストリート・スパイダー　Ｓ＆Ｐ５００　ＥＴＦ（為替ヘッジあり）,-
4512,わかもと製薬,医薬品
4516,日本新薬,医薬品
4519,中外製薬,医薬品
451A,ステート・ストリート・スパイダー　Ｓ＆Ｐ５００高配当株　ＥＴＦ,-
4521,科研製薬,医薬品
4523,エーザイ,医薬品
4524,森下仁丹,医薬品
4526,理研ビタミン,食料品
4527,ロート製薬,医薬品
4528,小野薬品工業,医薬品
452A,ｉシェアーズ　Ｓ＆Ｐ　５００　プレミアムインカム　ＥＴＦ,-
4530,久光製薬,医薬品
4531,有機合成薬品工業,化学
4534,持田製薬,医薬品
4536,参天製薬,医薬品
4538,扶桑薬品工業,医薬品
4539,日本ケミファ,医薬品
453A,ｉシェアーズ　米国債２０年超　プレミアムインカム　ＥＴＦ,-
4540,ツムラ,医薬品
4543,テルモ,精密機器
4544,Ｈ．Ｕ．グループホールディングス,サービス業
4547,キッセイ薬品工業,医薬品
4548,生化学工業,医薬品
4549,栄研化学,医薬品
4552,ＪＣＲファーマ,医薬品
4553,東和薬品,医薬品
4554,富士製薬工業,医薬品
4556,カイノス,医薬品
4558,中京医薬品,医薬品
4559,ゼリア新薬工業,医薬品
455A,バリューソフトホールディングス,情報・通信業
4563,アンジェス,医薬品
4564,オンコセラピー・サイエンス,医薬品
4565,ネクセラファーマ,医薬品
4568,第一三共,医薬品
4569,杏林製薬,医薬品
456A,ＨＵＭＡＮ　ＭＡＤＥ,小売業
4570,免疫生物研究所,医薬品
4571,ＮＡＮＯホールディングス,医薬品
4572,カルナバイオサイエンス,医薬品
4574,大幸薬品,医薬品
4575,キャンバス,医薬品
4576,デ・ウエスタン・セラピテクス研究所,医薬品
4577,ダイト,医薬品
4578,大塚ホールディングス,医薬品
4579,ラクオリア創薬,医薬品
457A,ルリアン,サービス業
4582,シンバイオ製薬,医薬品
4583,カイオム・バイオサイエンス,医薬品
4584,キッズウェル・バイオ,医薬品
4586,メドレックス,医薬品
4587,ペプチドリーム,医薬品
4588,オンコリスバイオファーマ,医薬品
458A,プラン・ドゥ,不動産業
4591,リボミック,医薬品
4592,サンバイオ,医薬品
4593,ヘリオス,医薬品
4594,ブライトパス・バイオ,医薬品
4595,ミズホメディー,医薬品
4596,窪田製薬ホールディングス,医薬品
4597,ソレイジア・ファーマ,医薬品
4598,Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ,医薬品
4599,ステムリム,医薬品
459A,野村高利回りＪリート指数ＥＴＦ,-
460A,ＢＲＡＮＵ,情報・通信業
4611,大日本塗料,化学
4612,日本ペイントホールディングス,化学
4613,関西ペイント,化学
4615,神東塗料,化学
4616,川上塗料,化学
4617,中国塗料,化学
4619,日本特殊塗料,化学
461A,ＭＡＸＩＳ日本株高配当ＳＭＡＲＴ５０上場投信,-
4620,藤倉化成,化学
4623,アサヒペン,化学
4624,イサム塗料,化学
4625,アトミクス,化学
4626,太陽ホールディングス,化学
4627,ナトコ,化学
4628,エスケー化研,化学
4629,大伸化学,化学
462A,ＦＵＮＤＩＮＮＯ,証券、商品先物取引業
4631,ＤＩＣ,化学
4633,サカタインクス,化学
4634,ａｒｔｉｅｎｃｅ,化学
4635,東京インキ,化学
463A,インテリックスホールディングス,不動産業
4641,アルプス技研,サービス業
4642,オリジナル設計,サービス業
4644,イマジニア,情報・通信業
4645,市進ホールディングス,サービス業
464A,ＱＰＳホールディングス,情報・通信業
4650,ＳＤエンターテイメント,サービス業
4651,サニックスホールディングス,サービス業
4657,環境管理センター,サービス業
4658,日本空調サービス,サービス業
4659,エイジス,サービス業
465A,グローバルＸ　日経平均株主還元４０－日本株式　ＥＴＦ,-
4661,オリエンタルランド,サービス業
4662,フォーカスシステムズ,情報・通信業
4664,アール・エス・シー,サービス業
4665,ダスキン,サービス業
4666,パーク２４,不動産業
4667,アイサンテクノロジー,情報・通信業
4668,明光ネットワークジャパン,サービス業
466A,グローバルＸ　防衛テック　ＥＴＦ,-
4671,ファルコホールディングス,サービス業
4673,川崎地質,サービス業
4674,クレスコ,情報・通信業
4676,フジ・メディア・ホールディングス,情報・通信業
4678,秀英予備校,サービス業
4679,田谷,サービス業
467A,グローバルＸ　米ドル建て投資適格社債　ＥＴＦ（為替ヘッジあり）,-
4680,ラウンドワン,サービス業
4681,リゾートトラスト,サービス業
4684,オービック,情報・通信業
4685,菱友システムズ,情報・通信業
4686,ジャストシステム,情報・通信業
4687,ＴＤＣソフト,情報・通信業
4689,ＬＩＮＥヤフー,情報・通信業
468A,グローバルＸ　米ドル建て投資適格社債　ＥＴＦ,-
4690,日本パレットプール,サービス業
4691,ワシントンホテル,サービス業
4694,ビー・エム・エル,サービス業
469A,フィットクルー,サービス業
4704,トレンドマイクロ,情報・通信業
4705,クリップコーポレーション,サービス業
4707,キタック,サービス業
4709,ＩＤホールディングス,情報・通信業
470A,ローカル,小売業
4712,ＫｅｙＨｏｌｄｅｒ,サービス業
4714,リソー教育グループ,サービス業
4716,日本オラクル,情報・通信業
4718,早稲田アカデミー,サービス業
4719,アルファシステムズ,情報・通信業
471A,ＮＳグループ,その他金融業
4720,城南進学研究社,サービス業
4722,フューチャー,情報・通信業
4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,情報・通信業
4728,トーセ,情報・通信業
472A,ミラティブ,情報・通信業
4732,ユー・エス・エス,サービス業
4733,オービックビジネスコンサルタント,情報・通信業
4735,京進,サービス業
4736,日本ラッド,情報・通信業
473A,ニッセイＥＴＦ　日経２２５インデックス,-
4743,アイティフォー,情報・通信業
4745,東京個別指導学院,サービス業
4746,東計電算,情報・通信業
4750,ダイサン,サービス業
4751,サイバーエージェント,サービス業
4752,昭和システムエンジニアリング,情報・通信業
4754,トスネット,サービス業
4755,楽天グループ,サービス業
475A,ギミック,サービス業
4760,アルファ,サービス業
4761,さくらケーシーエス,情報・通信業
4762,エックスネット,情報・通信業
4763,クリーク・アンド・リバー社,サービス業
4765,ＳＢＩグローバルアセットマネジメント,サービス業
4766,ピーエイ,サービス業
4767,テー・オー・ダブリュー,サービス業
4768,大塚商会,情報・通信業
4769,ＩＣ,情報・通信業
476A,辻・本郷ＩＴコンサルティング,情報・通信業
4771,エフアンドエム,サービス業
4772,ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ,情報・通信業
4776,サイボウズ,情報・通信業
4777,ガーラ,情報・通信業
477A,スタートライン,サービス業
4783,ＮＣＤ,情報・通信業
4784,ＧＭＯインターネット,サービス業
478A,フツパー,情報・通信業
4792,山田コンサルティンググループ,サービス業
479A,ＰＲＯＮＩ,情報・通信業
4800,オリコン,情報・通信業
4801,セントラルスポーツ,サービス業
4809,パラカ,不動産業
480A,リブ・コンサルティング,サービス業
4811,ドリーム・アーツ,情報・通信業
4812,電通総研,情報・通信業
4813,ＡＣＣＥＳＳ,情報・通信業
4814,ネクストウェア,情報・通信業
4816,東映アニメーション,情報・通信業
4819,デジタルガレージ,情報・通信業
481A,ＪＳｅｃｕｒｉｔｙ,情報・通信業
4820,イーエムシステムズ,情報・通信業
4825,ウェザーニューズ,情報・通信業
4826,ＣＩＪ,情報・通信業
4828,ビジネスエンジニアリング,情報・通信業
4829,日本エンタープライズ,情報・通信業
4832,ＪＦＥシステムズ,情報・通信業
4833,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,サービス業
4838,スペースシャワーＳＫＩＹＡＫＩホールディングス,情報・通信業
4839,ＷＯＷＯＷ,情報・通信業
483A,テラテクノロジー,情報・通信業
4840,トライアイズ,サービス業
4845,スカラ,情報・通信業
4847,インテリジェント　ウェイブ,情報・通信業
4848,フルキャストホールディングス,サービス業
4849,エン,サービス業
484A,ニューズドテック,小売業
485A,パワーエックス,電気機器
486A,ＮＥＸＴ　ＦＵＮＤＳ　ユーロ・ストックス５０指数（為替ヘッジなし）連動型上場投信,-
4875,メディシノバ・インク,医薬品
487A,ＮＥＸＴ　ＦＵＮＤＳ　ドイツ株式・ＤＡＸ（為替ヘッジなし）連動型上場投信,-
4880,セルソース,医薬品
4881,ファンペップ,医薬品
4882,ペルセウスプロテオミクス,医薬品
4883,モダリス,医薬品
4884,クリングルファーマ,医薬品
4885,室町ケミカル,医薬品
4886,あすか製薬ホールディングス,医薬品
4887,サワイグループホールディングス,医薬品
4888,ステラファーマ,医薬品
4889,レナサイエンス,医薬品
488A,ｉシェアーズ　円高フォーカス　ＥＴＦ,-
4890,坪田ラボ,医薬品
4891,ティムス,医薬品
4892,サイフューズ,医薬品
4893,ノイルイミューン・バイオテック,医薬品
4894,クオリプス,医薬品
4896,ケイファーマ,医薬品
489A,東証ＲＥＩＴ物流フォーカスＥＴＦ,-
4901,富士フイルムホールディングス,化学
4902,コニカミノルタ,電気機器
490A,センス・トラスト,不動産業
4911,資生堂,化学
4912,ライオン,化学
4914,高砂香料工業,化学
4917,マンダム,化学
4918,アイビー化粧品,化学
4919,ミルボン,化学
4920,日本色材工業研究所,化学
4922,コーセー,化学
4923,コタ,化学
4925,ハーバー研究所,化学
4926,シーボン,化学
4927,ポーラ・オルビスホールディングス,化学
4928,ノエビアホールディングス,化学
4929,アジュバンホールディングス,化学
4931,新日本製薬,化学
4932,アルマード,化学
4933,Ｉ－ｎｅ,化学
4934,プレミアアンチエイジング,化学
4935,リベルタ,化学
4936,アクシージア,化学
4937,Ｗａｑｏｏ,化学
4951,エステー,化学
4956,コニシ,化学
4957,ヤスハラケミカル,化学
4958,長谷川香料,化学
4960,ケミプロ化成,化学
4966,上村工業,化学
4967,小林製薬,化学
4968,荒川化学工業,化学
4970,東洋合成工業,化学
4971,メック,化学
4972,綜研化学,化学
4973,日本高純度化学,化学
4974,タカラバイオ,化学
4975,ＪＣＵ,化学
4976,東洋ドライルーブ,化学
4977,新田ゼラチン,化学
4978,リプロセル,化学
4979,ＯＡＴアグリオ,化学
4980,デクセリアルズ,化学
4985,アース製薬,化学
4990,昭和化学工業,化学
4992,北興化学工業,化学
4994,大成ラミックグループ,化学
4996,クミアイ化学工業,化学
4997,日本農薬,化学
4998,フマキラー,化学
5010,日本精蝋,石油・石炭製品
5011,ニチレキグループ,石油・石炭製品
5013,ユシロ,石油・石炭製品
5015,ビーピー・カストロール,石油・石炭製品
5016,ＪＸ金属,非鉄金属
5017,富士石油,石油・石炭製品
5018,ＭＯＲＥＳＣＯ,石油・石炭製品
5019,出光興産,石油・石炭製品
5020,ＥＮＥＯＳホールディングス,石油・石炭製品
5021,コスモエネルギーホールディングス,石油・石炭製品
5022,レボインターナショナル,石油・石炭製品
5025,マーキュリー,情報・通信業
5026,トリプルアイズ,情報・通信業
5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,情報・通信業
5028,セカンドサイトアナリティカ,情報・通信業
5029,サークレイス,情報・通信業
5031,モイ,情報・通信業
5032,ＡＮＹＣＯＬＯＲ,情報・通信業
5033,ヌーラボ,情報・通信業
5034,ｕｎｅｒｒｙ,情報・通信業
5035,ＨＯＵＳＥＩ,情報・通信業
5036,日本ビジネスシステムズ,情報・通信業
5037,フィットワークス,情報・通信業
5038,ｅＷｅＬＬ,情報・通信業
5071,ヴィス,サービス業
5072,アートフォースジャパン,建設業
5074,テスホールディングス,建設業
5076,インフロニア・ホールディングス,建設業
50765,インフロニア・ホールディングス第１回社債型種類株式,建設業
5077,ハンズ,建設業
5078,セレコーポレーション,建設業
5079,ノバック,建設業
5101,横浜ゴム,ゴム製品
5103,昭和ホールディングス,ゴム製品
5105,ＴＯＹＯ　ＴＩＲＥ,ゴム製品
5108,ブリヂストン,ゴム製品
5110,住友ゴム工業,ゴム製品
5121,藤倉コンポジット,ゴム製品
5122,オカモト,ゴム製品
5125,ファインズ,情報・通信業
5126,ポーターズ,情報・通信業
5129,ＦＩＸＥＲ,情報・通信業
5130,ヒロホールディングス,情報・通信業
5131,リンカーズ,情報・通信業
5132,ｐｌｕｓｚｅｒｏ,情報・通信業
5133,テリロジーホールディングス,情報・通信業
5134,ＰＯＰＥＲ,情報・通信業
5135,ＡＩＲ－Ｕ,情報・通信業
5136,ｔｒｉｐｌａ,情報・通信業
5137,スマートドライブ,情報・通信業
5138,Ｒｅｂａｓｅ,情報・通信業
5139,オープンワーク,情報・通信業
5142,アキレス,化学
5161,西川ゴム工業,ゴム製品
5162,朝日ラバー,ゴム製品
5184,ニチリン,ゴム製品
5185,フコク,ゴム製品
5186,ニッタ,ゴム製品
5187,クリエートメディック,精密機器
5189,櫻護謨,ゴム製品
5191,住友理工,ゴム製品
5192,三ツ星ベルト,ゴム製品
5194,相模ゴム工業,ゴム製品
5195,バンドー化学,ゴム製品
5199,不二ラテックス,ゴム製品
5201,ＡＧＣ,ガラス・土石製品
5202,日本板硝子,ガラス・土石製品
5204,石塚硝子,ガラス・土石製品
5208,有沢製作所,化学
5210,日本山村硝子,ガラス・土石製品
5214,日本電気硝子,ガラス・土石製品
5216,倉元製作所,ガラス・土石製品
5218,オハラ,ガラス・土石製品
5232,住友大阪セメント,ガラス・土石製品
5233,太平洋セメント,ガラス・土石製品
5237,ノザワ,ガラス・土石製品
5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,情報・通信業
5242,アイズ,情報・通信業
5243,ｎｏｔｅ,情報・通信業
5244,ｊｉｇ．ｊｐ,情報・通信業
5246,ＥＬＥＭＥＮＴＳ,情報・通信業
5247,ＢＴＭ,情報・通信業
5248,テクノロジーズ,情報・通信業
5249,あさかわシステムズ,情報・通信業
5250,プライム・ストラテジー,情報・通信業
5251,ウイズ・ワン,情報・通信業
5252,日本ナレッジ,情報・通信業
5253,カバー,情報・通信業
5254,Ａｒｅｎｔ,情報・通信業
5255,モンスターラボ,情報・通信業
5256,Ｆｕｓｉｃ,情報・通信業
5257,ノバシステム,情報・通信業
5258,トランザクション・メディア・ネットワークス,情報・通信業
5259,ＢＢＤイニシアティブ,情報・通信業
5261,リソルホールディングス,サービス業
5262,日本ヒューム,ガラス・土石製品
5268,旭コンクリート工業,ガラス・土石製品
5269,日本コンクリート工業,ガラス・土石製品
5271,トーヨーアサノ,ガラス・土石製品
5273,三谷セキサン,ガラス・土石製品
5279,日本興業,ガラス・土石製品
5280,ヨシコン,不動産業
5282,ジオスター,ガラス・土石製品
5283,高見澤,卸売業
5284,ヤマウホールディングス,ガラス・土石製品
5285,ヤマックス,ガラス・土石製品
5287,イトーヨーギョー,ガラス・土石製品
5288,アジアパイルホールディングス,ガラス・土石製品
5290,ベルテクスコーポレーション,ガラス・土石製品
5301,東海カーボン,ガラス・土石製品
5302,日本カーボン,ガラス・土石製品
5304,ＳＥＣカーボン,ガラス・土石製品
5310,東洋炭素,ガラス・土石製品
5331,ノリタケ,ガラス・土石製品
5332,ＴＯＴＯ,ガラス・土石製品
5333,日本碍子,ガラス・土石製品
5334,日本特殊陶業,ガラス・土石製品
5337,ダントーホールディングス,ガラス・土石製品
5341,ＡＳＡＨＩ　ＥＩＴＯホールディングス,ガラス・土石製品
5344,ＭＡＲＵＷＡ,ガラス・土石製品
5351,品川リフラ,ガラス・土石製品
5352,黒崎播磨,ガラス・土石製品
5355,日本坩堝,ガラス・土石製品
5356,美濃窯業,ガラス・土石製品
5357,ヨータイ,ガラス・土石製品
5363,東京窯業,ガラス・土石製品
5367,ニッカトー,ガラス・土石製品
5368,日本インシュレーション,ガラス・土石製品
5380,新東,ガラス・土石製品
5381,マイポックス,ガラス・土石製品
5384,フジミインコーポレーテッド,ガラス・土石製品
5386,鶴弥,ガラス・土石製品
5388,クニミネ工業,ガラス・土石製品
5391,エーアンドエーマテリアル,ガラス・土石製品
5393,ニチアス,ガラス・土石製品
5401,日本製鉄,鉄鋼
5406,神戸製鋼所,鉄鋼
5408,中山製鋼所,鉄鋼
5410,合同製鐵,鉄鋼
5411,ＪＦＥホールディングス,鉄鋼
5423,東京製鐵,鉄鋼
5440,共英製鋼,鉄鋼
5444,大和工業,鉄鋼
5445,東京鐵鋼,鉄鋼
5446,北越メタル,鉄鋼
5449,大阪製鐵,鉄鋼
5451,ヨドコウ,鉄鋼
5458,高砂鐵工,鉄鋼
5461,中部鋼鈑,鉄鋼
5463,丸一鋼管,鉄鋼
5464,モリ工業,鉄鋼
5471,大同特殊鋼,鉄鋼
5476,日本高周波鋼業,鉄鋼
5480,日本冶金工業,鉄鋼
5482,愛知製鋼,鉄鋼
5484,東北特殊鋼,鉄鋼
5491,日本金属,鉄鋼
5525,フロンティアホールディングス,不動産業
5527,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,不動産業
5528,フロンティアハウス,不動産業
5531,中山不動産,不動産業
5532,リアルゲイト,不動産業
5533,エリッツホールディングス,不動産業
5534,エンゼルグループ,不動産業
5535,ミガロホールディングス,不動産業
5536,京橋アートレジデンス,不動産業
5537,ＡｌｂａＬｉｎｋ,不動産業
5541,大平洋金属,鉄鋼
5542,新報国マテリアル,鉄鋼
5563,新日本電工,鉄鋼
5570,ジェノバ,情報・通信業
5571,エキサイトホールディングス,情報・通信業
5572,Ｒｉｄｇｅ－ｉ,情報・通信業
5573,働楽ホールディングス,情報・通信業
5574,ＡＢＥＪＡ,情報・通信業
5575,Ｇｌｏｂｅｅ,情報・通信業
5576,オービーシステム,情報・通信業
5578,ＡＲアドバンストテクノロジ,情報・通信業
5580,プロディライト,情報・通信業
5581,カイテクノロジー,情報・通信業
5582,グリッド,情報・通信業
5584,Ｓｔｒａｗｂｅｒｒｙ　ｊａｍｓ,情報・通信業
5586,Ｌａｂｏｒｏ．ＡＩ,情報・通信業
5587,インバウンドプラットフォーム,情報・通信業
5588,ファーストアカウンティング,情報・通信業
5589,オートサーバー,情報・通信業
5590,ネットスターズ,情報・通信業
5591,ＡＶＩＬＥＮ,情報・通信業
5592,くすりの窓口,情報・通信業
5594,エム・デー・ビー,情報・通信業
5596,アウトルックコンサルティング,情報・通信業
5597,ブルーイノベーション,情報・通信業
5598,Ｙｏｔｔａｖｉａｓ,情報・通信業
5599,Ｓ＆Ｊ,情報・通信業
5602,栗本鐵工所,鉄鋼
5603,虹技,鉄鋼
5609,日本鋳造,鉄鋼
5612,日本鋳鉄管,鉄鋼
5616,雨風太陽,情報・通信業
5617,ウィル・ドゥ,情報・通信業
5618,ナイル,情報・通信業
5619,マーソ,情報・通信業
5620,エスピーオー,情報・通信業
5621,ヒューマンテクノロジーズ,情報・通信業
5622,ワンビ,情報・通信業
5631,日本製鋼所,機械
5632,三菱製鋼,鉄鋼
5644,メタルアート,鉄鋼
5658,日亜鋼業,鉄鋼
5659,日本精線,鉄鋼
5660,神鋼鋼線工業,鉄鋼
5695,パウダーテック,鉄鋼
5697,サンユウ,鉄鋼
5698,エンビプロ・ホールディングス,鉄鋼
5699,イボキン,鉄鋼
5702,大紀アルミニウム工業所,非鉄金属
5703,日本軽金属ホールディングス,非鉄金属
5704,ＪＭＣ,非鉄金属
5706,三井金属,非鉄金属
5707,東邦亜鉛,非鉄金属
5711,三菱マテリアル,非鉄金属
5713,住友金属鉱山,非鉄金属
5714,ＤＯＷＡホールディングス,非鉄金属
5715,古河機械金属,非鉄金属
5721,エス・サイエンス,非鉄金属
5724,アサカ理研,非鉄金属
5726,大阪チタニウムテクノロジーズ,非鉄金属
5727,東邦チタニウム,非鉄金属
5729,日本精鉱,非鉄金属
5741,ＵＡＣＪ,非鉄金属
5742,エヌアイシ・オートテック,非鉄金属
5753,日本伸銅,非鉄金属
5757,ＣＫサンエツ,非鉄金属
5801,古河電気工業,非鉄金属
5802,住友電気工業,非鉄金属
5803,フジクラ,非鉄金属
5805,ＳＷＣＣ,非鉄金属
5816,オーナンバ,非鉄金属
5817,ＪＭＡＣＳ,非鉄金属
5819,カナレ電気,非鉄金属
5820,三ッ星,非鉄金属
5821,平河ヒューテック,非鉄金属
5830,いよぎんホールディングス,銀行業
5831,しずおかフィナンシャルグループ,銀行業
5832,ちゅうぎんフィナンシャルグループ,銀行業
5834,ＳＢＩリーシングサービス,証券、商品先物取引業
5838,楽天銀行,銀行業
5840,日本総険,保険業
5842,インテグラル,証券、商品先物取引業
5843,ニッポンインシュア,その他金融業
5844,京都フィナンシャルグループ,銀行業
5845,全保連,その他金融業
5851,リョービ,非鉄金属
5852,アーレスティ,非鉄金属
5856,エルアイイーエイチ,小売業
5857,ＡＲＥホールディングス,非鉄金属
5858,ＳＴＧ,非鉄金属
5866,ＷｉｚＢｉｚ,サービス業
5867,エスネットワークス,サービス業
5868,ロココ,サービス業
5869,早稲田学習研究会,サービス業
5870,ナルネットコミュニケーションズ,サービス業
5871,ＳＯＬＩＺＥ　Ｈｏｌｄｉｎｇｓ,サービス業
5883,ＧＴホールディングス,卸売業
5884,クラダシ,小売業
5885,ジーデップ・アドバンス,卸売業
5886,ＯＯＫＡＢＥ　ＧＬＡＳＳ,卸売業
5887,光響,卸売業
5888,ＤＡＩＷＡ　ＣＹＣＬＥ,小売業
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,小売業
5890,オフィスバスターズ,小売業
5891,魁力屋,小売業
5892,ｙｕｔｏｒｉ,小売業
5893,ＲＡＶＩＰＡ,小売業
5900,ダイケン,金属製品
5901,東洋製罐グループホールディングス,金属製品
5902,ホッカンホールディングス,金属製品
5903,シンポ,金属製品
5905,日本製罐,金属製品
5906,エムケー精工,金属製品
5909,コロナ,金属製品
5911,横河ブリッジホールディングス,金属製品
5915,駒井ハルテック,金属製品
5918,瀧上工業,金属製品
5921,川岸工業,金属製品
5922,那須電機鉄工,金属製品
5923,高田機工,金属製品
5928,アルメタックス,金属製品
5929,三和ホールディングス,金属製品
5930,文化シヤッター,金属製品
5932,三協立山,金属製品
5933,アルインコ,金属製品
5936,東洋シヤッター,金属製品
5938,ＬＩＸＩＬ,金属製品
5939,大谷工業,金属製品
5940,不二サッシ,金属製品
5941,中西製作所,金属製品
5942,日本フイルコン,金属製品
5943,ノーリツ,金属製品
5945,天龍製鋸,金属製品
5946,長府製作所,金属製品
5947,リンナイ,金属製品
5949,ユニプレス,輸送用機器
5950,日本パワーファスニング,金属製品
5951,ダイニチ工業,金属製品
5952,アマテイ,金属製品
5955,ワイズホールディングス,金属製品
5956,トーソー,金属製品
5957,日東精工,金属製品
5958,三洋工業,金属製品
5959,岡部,金属製品
5962,浅香工業,その他製品
5965,フジマック,金属製品
5966,京都機械工具,金属製品
5967,ＴＯＮＥ,金属製品
5969,ロブテックス,金属製品
5970,ジーテクト,金属製品
5971,共和工業所,金属製品
5973,トーアミ,金属製品
5974,中国工業,金属製品
5975,東プレ,金属製品
5976,高周波熱錬,金属製品
5981,東京製綱,金属製品
5982,マルゼン,金属製品
5983,イワブチ,金属製品
5984,兼房,金属製品
5985,サンコール,金属製品
5986,モリテック　スチール,金属製品
5987,オーネックス,金属製品
5988,パイオラックス,金属製品
5989,エイチワン,金属製品
5990,スーパーツール,金属製品
5991,日本発條,金属製品
5992,中央発條,金属製品
5994,ファインシンター,金属製品
5997,協立エアテック,金属製品
5998,アドバネクス,金属製品
6005,三浦工業,機械
6013,タクマ,機械
6016,ジャパンエンジンコーポレーション,輸送用機器
6018,阪神内燃機工業,輸送用機器
6022,赤阪鐵工所,機械
6023,ダイハツインフィニアース,輸送用機器
6027,弁護士ドットコム,サービス業
6029,アトラグループ,サービス業
6030,アドベンチャー,サービス業
6031,ＺＥＴＡ,サービス業
6033,エクストリーム,サービス業
6034,ＭＲＴ,サービス業
6035,アイ・アールジャパンホールディングス,サービス業
6036,ＫｅｅＰｅｒ技研,サービス業
6037,楽待,サービス業
6038,イード,サービス業
6039,日本動物高度医療センター,サービス業
6040,日本スキー場開発,サービス業
6042,ニッキ,輸送用機器
6044,三機サービス,サービス業
6045,レントラックス,サービス業
6046,リンクバル,サービス業
6047,Ｇｕｎｏｓｙ,サービス業
6049,イトクロ,サービス業
6050,イー・ガーディアン,サービス業
6054,リブセンス,サービス業
6055,ジャパンマテリアル,サービス業
6058,ベクトル,サービス業
6059,ウチヤマホールディングス,サービス業
6060,こころネット,サービス業
6061,ユニバーサル園芸社,サービス業
6062,チャーム・ケア・コーポレーション,サービス業
6063,日本エマージェンシーアシスタンス,サービス業
6069,トレンダーズ,サービス業
6070,キャリアリンク,サービス業
6071,ＩＢＪ,サービス業
6072,地盤ネットホールディングス,サービス業
6073,アサンテ,サービス業
6074,ジェイエスエス,サービス業
6078,バリューＨＲ,サービス業
6080,Ｍ＆Ａキャピタルパートナーズ,サービス業
6081,アライドアーキテクツ,サービス業
6082,ライドオンエクスプレスホールディングス,サービス業
6083,ＥＲＩホールディングス,サービス業
6085,アーキテクツ・スタジオ・ジャパン,サービス業
6086,シンメンテホールディングス,サービス業
6087,アビスト,サービス業
6088,シグマクシス・ホールディングス,サービス業
6089,ウィルグループ,サービス業
6090,ヒューマン・メタボローム・テクノロジーズ,サービス業
6091,ウエスコホールディングス,サービス業
6092,エンバイオ・ホールディングス,サービス業
6093,エスクロー・エージェント・ジャパン,サービス業
6094,フリークアウト・ホールディングス,サービス業
6096,レアジョブ,サービス業
6098,リクルートホールディングス,サービス業
6099,エラン,サービス業
6101,ツガミ,機械
6103,オークマ,機械
6104,芝浦機械,機械
6113,アマダ,機械
6118,アイダエンジニアリング,機械
6125,岡本工作機械製作所,機械
6134,ＦＵＪＩ,機械
6135,牧野フライス製作所,機械
6136,オーエスジー,機械
6137,小池酸素工業,機械
6138,ダイジェット工業,機械
6140,旭ダイヤモンド工業,機械
6141,ＤＭＧ森精機,機械
6143,ソディック,機械
6144,西部電機,機械
6145,ＮＩＴＴＯＫＵ,機械
6146,ディスコ,機械
6147,ヤマザキ,機械
6149,小田原エンジニアリング,機械
6150,タケダ機械,機械
6151,日東工器,機械
6155,高松機械工業,機械
6156,エーワン精密,機械
6157,日進工具,機械
6158,和井田製作所,機械
6159,ミクロン精密,機械
6161,エスティック,機械
6165,パンチ工業,機械
6166,中村超硬,機械
6167,冨士ダイス,機械
6168,ＯＮＥ　ＧＲＯＵＰ,機械
6171,土木管理総合試験所,サービス業
6173,アクアライン,サービス業
6174,デンタス,サービス業
6176,ブランジスタ,サービス業
6177,ＡｐｐＢａｎｋ,サービス業
6178,日本郵政,サービス業
6180,ＧＭＯメディア,サービス業
6181,タメニー,サービス業
6182,メタリアル,サービス業
6183,ベルシステム２４ホールディングス,サービス業
6184,鎌倉新書,サービス業
6185,ＳＭＮ,サービス業
6186,一蔵,サービス業
6189,グローバルキッズＣＯＭＰＡＮＹ,サービス業
6190,フェニックスバイオ,サービス業
6191,エアトリ,サービス業
6193,バーチャレクス・ホールディングス,サービス業
6194,アトラエ,サービス業
6195,ホープ,サービス業
6196,ストライク,サービス業
6197,ソラスト,サービス業
6198,キャリア,サービス業
6199,セラク,サービス業
6200,インソース,サービス業
6201,豊田自動織機,輸送用機器
6203,豊和工業,機械
6208,石川製作所,機械
6209,リケンＮＰＲ,機械
6210,ＴＯＹＯイノベックス,機械
6217,津田駒工業,機械
6218,エンシュウ,機械
6222,島精機製作所,機械
6223,西部技研,機械
6224,ＪＲＣ,機械
6226,守谷輸送機工業,機械
6227,ＡＩメカテック,機械
6228,ジェイ・イー・ティ,機械
6229,オーケーエム,機械
6230,ＳＡＮＥＩ,機械
6231,木村工機,機械
6232,ＡＣＳＬ,機械
6233,ＫＬＡＳＳ,機械
6235,オプトラン,機械
